Year,Suburb,Buy Price
2015,RESEARCH,686000
2016,RESEARCH,825500
2017,RESEARCH,950000
2007,RESERVOIR,360000
2008,RESERVOIR,389500
2009,RESERVOIR,430000
2010,RESERVOIR,520000
2011,RESERVOIR,500000
2012,RESERVOIR,468500
2013,RESERVOIR,510000
2014,RESERVOIR,541000
2015,RESERVOIR,615000
2016,RESERVOIR,707500
2017,RESERVOIR,814000
2007,RHYLL,345000
2008,RHYLL,295000
2009,RHYLL,400000
2010,RHYLL,410000
2011,RHYLL,410000
2012,RHYLL,400000
2013,RHYLL,393000
2014,RHYLL,482000
2015,RHYLL,403500
2016,RHYLL,460000
2017,RHYLL,515000
2007,RICHMOND,694000
2008,RICHMOND,695000
2009,RICHMOND,726000
2010,RICHMOND,875500
2011,RICHMOND,825000
2012,RICHMOND,821000
2013,RICHMOND,900000
2014,RICHMOND,961500
2015,RICHMOND,1125000
2016,RICHMOND,1262500
2017,RICHMOND,1305000
2007,RIDDELLS CREEK,275000
2008,RIDDELLS CREEK,359000
2009,RIDDELLS CREEK,315000
2010,RIDDELLS CREEK,382000
2011,RIDDELLS CREEK,449500
2012,RIDDELLS CREEK,380000
2013,RIDDELLS CREEK,450000
2014,RIDDELLS CREEK,417500
2015,RIDDELLS CREEK,455500
2016,RIDDELLS CREEK,500000
2017,RIDDELLS CREEK,577500
2007,RINGWOOD,381000
2008,RINGWOOD,419000
2009,RINGWOOD,455500
2010,RINGWOOD,553500
2011,RINGWOOD,506000
2012,RINGWOOD,503500
2013,RINGWOOD,551000
2014,RINGWOOD,660000
2015,RINGWOOD,766000
2016,RINGWOOD,830000
2017,RINGWOOD,909000
2007,RINGWOOD EAST,384500
2008,RINGWOOD EAST,415000
2009,RINGWOOD EAST,442000
2010,RINGWOOD EAST,530500
2011,RINGWOOD EAST,520000
2012,RINGWOOD EAST,490000
2013,RINGWOOD EAST,547000
2014,RINGWOOD EAST,612000
2015,RINGWOOD EAST,750000
2016,RINGWOOD EAST,805500
2017,RINGWOOD EAST,910000
2007,RINGWOOD NORTH,457500
2008,RINGWOOD NORTH,440500
2009,RINGWOOD NORTH,488500
2010,RINGWOOD NORTH,580000
2011,RINGWOOD NORTH,569000
2012,RINGWOOD NORTH,564000
2013,RINGWOOD NORTH,631000
2014,RINGWOOD NORTH,662000
2015,RINGWOOD NORTH,783500
2016,RINGWOOD NORTH,844000
2017,RINGWOOD NORTH,960000
2007,RIPPLESIDE,390500
2008,RIPPLESIDE,402000
2009,RIPPLESIDE,372500
2010,RIPPLESIDE,606000
2011,RIPPLESIDE,510000
2012,RIPPLESIDE,420000
2013,RIPPLESIDE,585000
2014,RIPPLESIDE,525000
2015,RIPPLESIDE,620000
2016,RIPPLESIDE,737000
2017,RIPPLESIDE,618000
2007,RIPPONLEA,705000
2008,RIPPONLEA,1020000
2009,RIPPONLEA,775000
2010,RIPPONLEA,1325000
2011,RIPPONLEA,830000
2012,RIPPONLEA,1055000
2013,RIPPONLEA,985000
2014,RIPPONLEA,1000000
2015,RIPPONLEA,1400000
2016,RIPPONLEA,1700000
2017,RIPPONLEA,1875000
2007,ROBINVALE,180000
2008,ROBINVALE,180000
2009,ROBINVALE,185000
2010,ROBINVALE,145000
2011,ROBINVALE,136000
2012,ROBINVALE,177000
2013,ROBINVALE,150000
2014,ROBINVALE,160000
2015,ROBINVALE,184500
2016,ROBINVALE,170000
2017,ROBINVALE,200000
2007,ROCHESTER,178000
2008,ROCHESTER,184000
2009,ROCHESTER,175000
2010,ROCHESTER,155000
2011,ROCHESTER,185000
2012,ROCHESTER,210000
2013,ROCHESTER,189500
2014,ROCHESTER,215000
2015,ROCHESTER,235000
2016,ROCHESTER,239000
2017,ROCHESTER,242500
2007,ROCKBANK,189000
2008,ROCKBANK,245000
2009,ROCKBANK,215000
2010,ROCKBANK,237000
2011,ROCKBANK,251000
2012,ROCKBANK,262000
2013,ROCKBANK,309000
2014,ROCKBANK,280000
2015,ROCKBANK,300000
2016,ROCKBANK,347000
2017,ROCKBANK,457000
2007,ROMSEY,254000
2008,ROMSEY,284000
2009,ROMSEY,309000
2010,ROMSEY,350000
2011,ROMSEY,366500
2012,ROMSEY,367500
2013,ROMSEY,387500
2014,ROMSEY,396000
2015,ROMSEY,420000
2016,ROMSEY,428000
2017,ROMSEY,474000
2007,ROSANNA,527500
2008,ROSANNA,595000
2009,ROSANNA,586000
2010,ROSANNA,701000
2011,ROSANNA,725000
2012,ROSANNA,652500
2013,ROSANNA,717000
2014,ROSANNA,781500
2015,ROSANNA,915000
2016,ROSANNA,980000
2017,ROSANNA,1172500
2007,ROSEBUD,259000
2008,ROSEBUD,290000
2009,ROSEBUD,309000
2010,ROSEBUD,355000
2011,ROSEBUD,360000
2012,ROSEBUD,350000
2013,ROSEBUD,366000
2014,ROSEBUD,365000
2015,ROSEBUD,389500
2016,ROSEBUD,445000
2017,ROSEBUD,530000
2007,ROSEBUD SOUTH,299500
2008,ROSEBUD SOUTH,370000
2009,ROSEBUD SOUTH,347500
2010,ROSEBUD SOUTH,420000
2011,ROSEBUD SOUTH,460000
2012,ROSEBUD SOUTH,450000
2013,ROSEBUD SOUTH,425000
2014,ROSEBUD SOUTH,500000
2015,ROSEBUD SOUTH,514500
2016,ROSEBUD SOUTH,540000
2017,ROSEBUD SOUTH,650000
2007,ROSEDALE,160000
2008,ROSEDALE,174500
2009,ROSEDALE,165000
2010,ROSEDALE,185000
2011,ROSEDALE,189000
2012,ROSEDALE,209000
2013,ROSEDALE,215000
2014,ROSEDALE,214500
2015,ROSEDALE,197000
2016,ROSEDALE,230000
2017,ROSEDALE,255000
2007,ROWVILLE,404000
2008,ROWVILLE,439500
2009,ROWVILLE,467500
2010,ROWVILLE,540000
2011,ROWVILLE,527500
2012,ROWVILLE,530000
2013,ROWVILLE,569000
2014,ROWVILLE,617500
2015,ROWVILLE,710000
2016,ROWVILLE,777000
2017,ROWVILLE,865000
2007,ROXBURGH PARK,280000
2008,ROXBURGH PARK,295000
2009,ROXBURGH PARK,340000
2010,ROXBURGH PARK,371000
2011,ROXBURGH PARK,360000
2012,ROXBURGH PARK,355000
2013,ROXBURGH PARK,365000
2014,ROXBURGH PARK,385000
2015,ROXBURGH PARK,400000
2016,ROXBURGH PARK,435000
2017,ROXBURGH PARK,515000
2007,RUPANYUP,77000
2008,RUPANYUP,75000
2009,RUPANYUP,54500
2010,RUPANYUP,129000
2011,RUPANYUP,100000
2012,RUPANYUP,127000
2013,RUPANYUP,75000
2014,RUPANYUP,105000
2015,RUPANYUP,53500
2016,RUPANYUP,75000
2017,RUPANYUP,69500
2007,RUSHWORTH,153500
2008,RUSHWORTH,151500
2009,RUSHWORTH,150000
2010,RUSHWORTH,156500
2011,RUSHWORTH,155000
2012,RUSHWORTH,190000
2013,RUSHWORTH,161000
2014,RUSHWORTH,158000
2015,RUSHWORTH,177000
2016,RUSHWORTH,210000
2017,RUSHWORTH,192500
2007,RUTHERGLEN,195000
2008,RUTHERGLEN,201500
2009,RUTHERGLEN,176000
2010,RUTHERGLEN,175000
2011,RUTHERGLEN,207000
2012,RUTHERGLEN,235000
2013,RUTHERGLEN,232000
2014,RUTHERGLEN,195000
2015,RUTHERGLEN,228500
2016,RUTHERGLEN,255000
2017,RUTHERGLEN,262000
2007,RYE,330000
2008,RYE,357500
2009,RYE,380000
2010,RYE,436000
2011,RYE,440000
2012,RYE,422000
2013,RYE,425500
2014,RYE,460000
2015,RYE,488000
2016,RYE,550000
2017,RYE,659000
2007,SAFETY BEACH,404000
2008,SAFETY BEACH,446000
2009,SAFETY BEACH,409000
2010,SAFETY BEACH,500000
2011,SAFETY BEACH,553000
2012,SAFETY BEACH,551000
2013,SAFETY BEACH,515000
2014,SAFETY BEACH,517500
2015,SAFETY BEACH,593000
2016,SAFETY BEACH,662500
2017,SAFETY BEACH,772500
2007,SAILORS GULLY,165000
2008,SAILORS GULLY,210500
2009,SAILORS GULLY,192500
2010,SAILORS GULLY,213500
2011,SAILORS GULLY,265000
2012,SAILORS GULLY,257500
2013,SAILORS GULLY,253000
2014,SAILORS GULLY,262500
2015,SAILORS GULLY,235000
2016,SAILORS GULLY,225000
2017,SAILORS GULLY,232000
2007,SALE,231500
2008,SALE,254000
2009,SALE,250000
2010,SALE,276500
2011,SALE,291500
2012,SALE,273500
2013,SALE,290000
2014,SALE,300000
2015,SALE,299000
2016,SALE,295500
2017,SALE,300000
2007,SAN REMO,385000
2008,SAN REMO,351000
2009,SAN REMO,362000
2010,SAN REMO,445000
2011,SAN REMO,411000
2012,SAN REMO,402500
2013,SAN REMO,410000
2014,SAN REMO,407000
2015,SAN REMO,420000
2016,SAN REMO,460000
2017,SAN REMO,496000
2007,SANCTUARY LAKES,418000
2008,SANCTUARY LAKES,480000
2009,SANCTUARY LAKES,455500
2010,SANCTUARY LAKES,465000
2011,SANCTUARY LAKES,475000
2012,SANCTUARY LAKES,512500
2013,SANCTUARY LAKES,480000
2014,SANCTUARY LAKES,480000
2015,SANCTUARY LAKES,570000
2016,SANCTUARY LAKES,505000
2017,SANCTUARY LAKES,638000
2007,SANDHURST,450000
2008,SANDHURST,521000
2009,SANDHURST,353500
2010,SANDHURST,460000
2011,SANDHURST,509000
2012,SANDHURST,510000
2013,SANDHURST,545000
2014,SANDHURST,549000
2015,SANDHURST,617500
2016,SANDHURST,678500
2017,SANDHURST,725000
2007,SANDRINGHAM,937500
2008,SANDRINGHAM,1040000
2009,SANDRINGHAM,1032500
2010,SANDRINGHAM,1200000
2011,SANDRINGHAM,1202500
2012,SANDRINGHAM,1175000
2013,SANDRINGHAM,1210000
2014,SANDRINGHAM,1305000
2015,SANDRINGHAM,1487500
2016,SANDRINGHAM,1760000
2017,SANDRINGHAM,1850000
2007,SANDY POINT,275000
2008,SANDY POINT,288500
2009,SANDY POINT,300000
2010,SANDY POINT,338000
2011,SANDY POINT,375000
2012,SANDY POINT,355000
2013,SANDY POINT,352500
2014,SANDY POINT,380000
2015,SANDY POINT,370000
2016,SANDY POINT,359000
2017,SANDY POINT,392000
2007,SASSAFRAS,360000
2008,SASSAFRAS,450000
2009,SASSAFRAS,427500
2010,SASSAFRAS,507000
2011,SASSAFRAS,497500
2012,SASSAFRAS,397500
2013,SASSAFRAS,632500
2014,SASSAFRAS,556000
2015,SASSAFRAS,562000
2016,SASSAFRAS,653500
2017,SASSAFRAS,775000
2007,SCORESBY,348500
2008,SCORESBY,370000
2009,SCORESBY,396000
2010,SCORESBY,488000
2011,SCORESBY,472000
2012,SCORESBY,480000
2013,SCORESBY,509000
2014,SCORESBY,570000
2015,SCORESBY,661000
2016,SCORESBY,700000
2017,SCORESBY,881500
2007,SEA LAKE,73000
2008,SEA LAKE,77000
2009,SEA LAKE,65000
2010,SEA LAKE,62500
2011,SEA LAKE,112000
2012,SEA LAKE,65000
2013,SEA LAKE,80000
2014,SEA LAKE,75000
2015,SEA LAKE,95000
2016,SEA LAKE,75000
2017,SEA LAKE,70000
2007,SEABROOK,295000
2008,SEABROOK,322000
2009,SEABROOK,350000
2010,SEABROOK,415000
2011,SEABROOK,407500
2012,SEABROOK,403500
2013,SEABROOK,422500
2014,SEABROOK,402500
2015,SEABROOK,456000
2016,SEABROOK,509000
2017,SEABROOK,634000
2007,SEAFORD,317500
2008,SEAFORD,333500
2009,SEAFORD,355000
2010,SEAFORD,412500
2011,SEAFORD,415000
2012,SEAFORD,392500
2013,SEAFORD,419000
2014,SEAFORD,450000
2015,SEAFORD,475000
2016,SEAFORD,581000
2017,SEAFORD,700000
2007,SEAHOLME,436500
2008,SEAHOLME,515000
2009,SEAHOLME,663000
2010,SEAHOLME,565000
2011,SEAHOLME,630000
2012,SEAHOLME,600000
2013,SEAHOLME,641000
2014,SEAHOLME,670000
2015,SEAHOLME,802500
2016,SEAHOLME,872500
2017,SEAHOLME,1120000
2007,SEASPRAY,150000
2008,SEASPRAY,180000
2009,SEASPRAY,145000
2010,SEASPRAY,239000
2011,SEASPRAY,165000
2012,SEASPRAY,192500
2013,SEASPRAY,152000
2014,SEASPRAY,164000
2015,SEASPRAY,240000
2016,SEASPRAY,175000
2017,SEASPRAY,215000
2007,SEBASTOPOL,185500
2008,SEBASTOPOL,200000
2009,SEBASTOPOL,212000
2010,SEBASTOPOL,226000
2011,SEBASTOPOL,228000
2012,SEBASTOPOL,239500
2013,SEBASTOPOL,242000
2014,SEBASTOPOL,235500
2015,SEBASTOPOL,244500
2016,SEBASTOPOL,248000
2017,SEBASTOPOL,257000
2007,SEDDON,471000
2008,SEDDON,510000
2009,SEDDON,515000
2010,SEDDON,645500
2011,SEDDON,620500
2012,SEDDON,670000
2013,SEDDON,675000
2014,SEDDON,730000
2015,SEDDON,835000
2016,SEDDON,934500
2017,SEDDON,990000
2007,SELBY,300500
2008,SELBY,309000
2009,SELBY,385000
2010,SELBY,407000
2011,SELBY,421500
2012,SELBY,410000
2013,SELBY,420000
2014,SELBY,445000
2015,SELBY,469500
2016,SELBY,527500
2017,SELBY,600000
2007,SEVILLE,283000
2008,SEVILLE,308500
2009,SEVILLE,335500
2010,SEVILLE,387500
2011,SEVILLE,378000
2012,SEVILLE,380000
2013,SEVILLE,400000
2014,SEVILLE,397500
2015,SEVILLE,450000
2016,SEVILLE,511500
2017,SEVILLE,610000
2007,SEVILLE EAST,238000
2008,SEVILLE EAST,255000
2009,SEVILLE EAST,317500
2010,SEVILLE EAST,342500
2011,SEVILLE EAST,364500
2012,SEVILLE EAST,342500
2013,SEVILLE EAST,339500
2014,SEVILLE EAST,350000
2015,SEVILLE EAST,395000
2016,SEVILLE EAST,440000
2017,SEVILLE EAST,482500
2007,SEYMOUR,178000
2008,SEYMOUR,185000
2009,SEYMOUR,184000
2010,SEYMOUR,215000
2011,SEYMOUR,190000
2012,SEYMOUR,220000
2013,SEYMOUR,220000
2014,SEYMOUR,213000
2015,SEYMOUR,225000
2016,SEYMOUR,242500
2017,SEYMOUR,277000
2007,SHEPPARTON,230500
2008,SHEPPARTON,231500
2009,SHEPPARTON,229000
2010,SHEPPARTON,251000
2011,SHEPPARTON,242500
2012,SHEPPARTON,240000
2013,SHEPPARTON,246500
2014,SHEPPARTON,243000
2015,SHEPPARTON,250000
2016,SHEPPARTON,265000
2017,SHEPPARTON,260000
2007,SHEPPARTON NORTH,210000
2008,SHEPPARTON NORTH,128000
2009,SHEPPARTON NORTH,128000
2010,SHEPPARTON NORTH,360000
2011,SHEPPARTON NORTH,330500
2012,SHEPPARTON NORTH,284000
2013,SHEPPARTON NORTH,346000
2014,SHEPPARTON NORTH,375000
2015,SHEPPARTON NORTH,348000
2016,SHEPPARTON NORTH,361000
2017,SHEPPARTON NORTH,337500
2007,SHOREHAM,760000
2008,SHOREHAM,555000
2009,SHOREHAM,692500
2010,SHOREHAM,581000
2011,SHOREHAM,585000
2012,SHOREHAM,618000
2013,SHOREHAM,607000
2014,SHOREHAM,620000
2015,SHOREHAM,903000
2016,SHOREHAM,868500
2017,SHOREHAM,970000
2007,SILVERLEAVES,373000
2008,SILVERLEAVES,360000
2009,SILVERLEAVES,390000
2010,SILVERLEAVES,497500
2011,SILVERLEAVES,500000
2012,SILVERLEAVES,505000
2013,SILVERLEAVES,508000
2014,SILVERLEAVES,460500
2015,SILVERLEAVES,484000
2016,SILVERLEAVES,446500
2017,SILVERLEAVES,502500
2007,SKENES CREEK,330000
2008,SKENES CREEK,360000
2009,SKENES CREEK,450000
2010,SKENES CREEK,500000
2011,SKENES CREEK,370000
2012,SKENES CREEK,532500
2013,SKENES CREEK,465000
2014,SKENES CREEK,435000
2015,SKENES CREEK,491500
2016,SKENES CREEK,520000
2017,SKENES CREEK,517000
2007,SKIPTON,113000
2008,SKIPTON,116500
2009,SKIPTON,110000
2010,SKIPTON,152000
2011,SKIPTON,160000
2012,SKIPTON,149000
2013,SKIPTON,155000
2014,SKIPTON,105000
2015,SKIPTON,137000
2016,SKIPTON,169000
2017,SKIPTON,187500
2007,SKYE,290000
2008,SKYE,320000
2009,SKYE,330000
2010,SKYE,375000
2011,SKYE,385000
2012,SKYE,390000
2013,SKYE,395000
2014,SKYE,413000
2015,SKYE,430000
2016,SKYE,480000
2017,SKYE,570000
2007,SMITHS BEACH,350000
2008,SMITHS BEACH,332500
2009,SMITHS BEACH,325000
2010,SMITHS BEACH,442500
2011,SMITHS BEACH,380000
2012,SMITHS BEACH,430000
2013,SMITHS BEACH,372500
2014,SMITHS BEACH,390000
2015,SMITHS BEACH,455000
2016,SMITHS BEACH,470000
2017,SMITHS BEACH,451000
2007,SOLDIERS HILL,220000
2008,SOLDIERS HILL,221000
2009,SOLDIERS HILL,227500
2010,SOLDIERS HILL,265000
2011,SOLDIERS HILL,278000
2012,SOLDIERS HILL,292500
2013,SOLDIERS HILL,283000
2014,SOLDIERS HILL,341000
2015,SOLDIERS HILL,310000
2016,SOLDIERS HILL,375000
2017,SOLDIERS HILL,422000
2007,SOMERS,435000
2008,SOMERS,430500
2009,SOMERS,495000
2010,SOMERS,615000
2011,SOMERS,615000
2012,SOMERS,692500
2013,SOMERS,660000
2014,SOMERS,760000
2015,SOMERS,696500
2016,SOMERS,755500
2017,SOMERS,820000
2007,SOMERVILLE,265000
2008,SOMERVILLE,300000
2009,SOMERVILLE,326000
2010,SOMERVILLE,370000
2011,SOMERVILLE,375000
2012,SOMERVILLE,360000
2013,SOMERVILLE,385000
2014,SOMERVILLE,397500
2015,SOMERVILLE,425000
2016,SOMERVILLE,465000
2017,SOMERVILLE,580000
2007,SORRENTO,650000
2008,SORRENTO,745000
2009,SORRENTO,680000
2010,SORRENTO,850000
2011,SORRENTO,905000
2012,SORRENTO,730000
2013,SORRENTO,770000
2014,SORRENTO,795000
2015,SORRENTO,859000
2016,SORRENTO,1130000
2017,SORRENTO,1300000
2007,SOUTH DUDLEY,190000
2008,SOUTH DUDLEY,216000
2009,SOUTH DUDLEY,210500
2010,SOUTH DUDLEY,235500
2011,SOUTH DUDLEY,230000
2012,SOUTH DUDLEY,216500
2013,SOUTH DUDLEY,192000
2014,SOUTH DUDLEY,191000
2015,SOUTH DUDLEY,221500
2016,SOUTH DUDLEY,256000
2017,SOUTH DUDLEY,233500
2007,SOUTH GEELONG,301500
2008,SOUTH GEELONG,310000
2009,SOUTH GEELONG,384500
2010,SOUTH GEELONG,420000
2011,SOUTH GEELONG,382500
2012,SOUTH GEELONG,430000
2013,SOUTH GEELONG,420500
2014,SOUTH GEELONG,470000
2015,SOUTH GEELONG,425000
2016,SOUTH GEELONG,495000
2017,SOUTH GEELONG,650000
2007,SOUTH KINGSVILLE,441000
2008,SOUTH KINGSVILLE,492500
2009,SOUTH KINGSVILLE,509000
2010,SOUTH KINGSVILLE,635500
2011,SOUTH KINGSVILLE,620000
2012,SOUTH KINGSVILLE,635000
2013,SOUTH KINGSVILLE,619000
2014,SOUTH KINGSVILLE,671000
2015,SOUTH KINGSVILLE,751000
2016,SOUTH KINGSVILLE,903000
2017,SOUTH KINGSVILLE,977500
2007,SOUTH MELBOURNE,795000
2008,SOUTH MELBOURNE,850000
2009,SOUTH MELBOURNE,918500
2010,SOUTH MELBOURNE,960000
2011,SOUTH MELBOURNE,925000
2012,SOUTH MELBOURNE,930000
2013,SOUTH MELBOURNE,1030000
2014,SOUTH MELBOURNE,1200000
2015,SOUTH MELBOURNE,1285000
2016,SOUTH MELBOURNE,1565000
2017,SOUTH MELBOURNE,1532500
2007,SOUTH MORANG,325500
2008,SOUTH MORANG,342000
2009,SOUTH MORANG,365000
2010,SOUTH MORANG,411000
2011,SOUTH MORANG,410000
2012,SOUTH MORANG,420000
2013,SOUTH MORANG,415000
2014,SOUTH MORANG,420000
2015,SOUTH MORANG,450000
2016,SOUTH MORANG,502000
2017,SOUTH MORANG,615000
2007,SOUTH YARRA,990000
2008,SOUTH YARRA,1055000
2009,SOUTH YARRA,1286500
2010,SOUTH YARRA,1370000
2011,SOUTH YARRA,1125000
2012,SOUTH YARRA,1238000
2013,SOUTH YARRA,1352500
2014,SOUTH YARRA,1435000
2015,SOUTH YARRA,1675000
2016,SOUTH YARRA,1880000
2017,SOUTH YARRA,1965000
2007,SPOTSWOOD,501000
2008,SPOTSWOOD,500000
2009,SPOTSWOOD,507000
2010,SPOTSWOOD,635000
2011,SPOTSWOOD,602500
2012,SPOTSWOOD,640000
2013,SPOTSWOOD,680000
2014,SPOTSWOOD,640000
2015,SPOTSWOOD,795000
2016,SPOTSWOOD,925000
2017,SPOTSWOOD,1040000
2007,SPRING GULLY,235000
2008,SPRING GULLY,247500
2009,SPRING GULLY,296000
2010,SPRING GULLY,294000
2011,SPRING GULLY,320000
2012,SPRING GULLY,340000
2013,SPRING GULLY,345000
2014,SPRING GULLY,350000
2015,SPRING GULLY,350000
2016,SPRING GULLY,350000
2017,SPRING GULLY,390000
2007,SPRINGVALE,303000
2008,SPRINGVALE,360000
2009,SPRINGVALE,408000
2010,SPRINGVALE,490000
2011,SPRINGVALE,470000
2012,SPRINGVALE,448000
2013,SPRINGVALE,451500
2014,SPRINGVALE,530000
2015,SPRINGVALE,629000
2016,SPRINGVALE,698000
2017,SPRINGVALE,780000
2007,SPRINGVALE SOUTH,298500
2008,SPRINGVALE SOUTH,346500
2009,SPRINGVALE SOUTH,374000
2010,SPRINGVALE SOUTH,450500
2011,SPRINGVALE SOUTH,420000
2012,SPRINGVALE SOUTH,408000
2013,SPRINGVALE SOUTH,430000
2014,SPRINGVALE SOUTH,475000
2015,SPRINGVALE SOUTH,562000
2016,SPRINGVALE SOUTH,630000
2017,SPRINGVALE SOUTH,730000
2007,ST ALBANS,240500
2008,ST ALBANS,280000
2009,ST ALBANS,310000
2010,ST ALBANS,385000
2011,ST ALBANS,387000
2012,ST ALBANS,348000
2013,ST ALBANS,350000
2014,ST ALBANS,374000
2015,ST ALBANS,428000
2016,ST ALBANS,510000
2017,ST ALBANS,622000
2007,ST ALBANS PARK,244500
2008,ST ALBANS PARK,250000
2009,ST ALBANS PARK,268500
2010,ST ALBANS PARK,298000
2011,ST ALBANS PARK,310000
2012,ST ALBANS PARK,307500
2013,ST ALBANS PARK,335000
2014,ST ALBANS PARK,330000
2015,ST ALBANS PARK,329000
2016,ST ALBANS PARK,331000
2017,ST ALBANS PARK,379000
2007,ST ANDREWS BEACH,390000
2008,ST ANDREWS BEACH,408000
2009,ST ANDREWS BEACH,522500
2010,ST ANDREWS BEACH,495000
2011,ST ANDREWS BEACH,550000
2012,ST ANDREWS BEACH,714000
2013,ST ANDREWS BEACH,480000
2014,ST ANDREWS BEACH,495000
2015,ST ANDREWS BEACH,560000
2016,ST ANDREWS BEACH,695000
2017,ST ANDREWS BEACH,855000
2007,ST ARNAUD,104000
2008,ST ARNAUD,120000
2009,ST ARNAUD,125000
2010,ST ARNAUD,132000
2011,ST ARNAUD,125000
2012,ST ARNAUD,123000
2013,ST ARNAUD,140000
2014,ST ARNAUD,145000
2015,ST ARNAUD,141000
2016,ST ARNAUD,142500
2017,ST ARNAUD,146000
2007,ST HELENA,415000
2008,ST HELENA,493000
2009,ST HELENA,490500
2010,ST HELENA,562000
2011,ST HELENA,570000
2012,ST HELENA,550500
2013,ST HELENA,612500
2014,ST HELENA,623000
2015,ST HELENA,711000
2016,ST HELENA,800000
2017,ST HELENA,893500
2007,ST KILDA,755000
2008,ST KILDA,837500
2009,ST KILDA,825000
2010,ST KILDA,930000
2011,ST KILDA,860000
2012,ST KILDA,861000
2013,ST KILDA,892000
2014,ST KILDA,1225000
2015,ST KILDA,1152500
2016,ST KILDA,1325000
2017,ST KILDA,1535000
2007,ST KILDA EAST,858000
2008,ST KILDA EAST,837500
2009,ST KILDA EAST,861000
2010,ST KILDA EAST,1041000
2011,ST KILDA EAST,962500
2012,ST KILDA EAST,993000
2013,ST KILDA EAST,1050500
2014,ST KILDA EAST,1037500
2015,ST KILDA EAST,1380000
2016,ST KILDA EAST,1650000
2017,ST KILDA EAST,1460000
2007,ST KILDA WEST,1085000
2008,ST KILDA WEST,1132500
2009,ST KILDA WEST,1360000
2010,ST KILDA WEST,1925000
2011,ST KILDA WEST,1700000
2012,ST KILDA WEST,1262500
2013,ST KILDA WEST,1142500
2014,ST KILDA WEST,2235000
2015,ST KILDA WEST,2013000
2016,ST KILDA WEST,1797000
2017,ST KILDA WEST,2340000
2007,ST LEONARDS,259000
2008,ST LEONARDS,290000
2009,ST LEONARDS,285000
2010,ST LEONARDS,350000
2011,ST LEONARDS,389000
2012,ST LEONARDS,363000
2013,ST LEONARDS,350000
2014,ST LEONARDS,357000
2015,ST LEONARDS,375000
2016,ST LEONARDS,422500
2017,ST LEONARDS,469000
2007,STANHOPE,165000
2008,STANHOPE,126500
2009,STANHOPE,133000
2010,STANHOPE,160000
2011,STANHOPE,152000
2012,STANHOPE,175000
2013,STANHOPE,150000
2014,STANHOPE,131000
2015,STANHOPE,152500
2016,STANHOPE,147000
2017,STANHOPE,181000
2007,STAWELL,143500
2008,STAWELL,141500
2009,STAWELL,145000
2010,STAWELL,155000
2011,STAWELL,147000
2012,STAWELL,167000
2013,STAWELL,162500
2014,STAWELL,172500
2015,STAWELL,177000
2016,STAWELL,177000
2017,STAWELL,186500
2007,STRATFORD,210000
2008,STRATFORD,185000
2009,STRATFORD,230000
2010,STRATFORD,207500
2011,STRATFORD,242500
2012,STRATFORD,267500
2013,STRATFORD,230000
2014,STRATFORD,261500
2015,STRATFORD,260500
2016,STRATFORD,272500
2017,STRATFORD,265000
2007,STRATHDALE,260000
2008,STRATHDALE,266000
2009,STRATHDALE,297500
2010,STRATHDALE,331000
2011,STRATHDALE,369500
2012,STRATHDALE,361000
2013,STRATHDALE,392500
2014,STRATHDALE,380000
2015,STRATHDALE,410500
2016,STRATHDALE,445000
2017,STRATHDALE,380000
2007,STRATHFIELDSAYE,285000
2008,STRATHFIELDSAYE,276500
2009,STRATHFIELDSAYE,305000
2010,STRATHFIELDSAYE,357000
2011,STRATHFIELDSAYE,370000
2012,STRATHFIELDSAYE,359000
2013,STRATHFIELDSAYE,377000
2014,STRATHFIELDSAYE,397500
2015,STRATHFIELDSAYE,408000
2016,STRATHFIELDSAYE,425000
2017,STRATHFIELDSAYE,455000
2007,STRATHMERTON,182500
2008,STRATHMERTON,125000
2009,STRATHMERTON,150000
2010,STRATHMERTON,165000
2011,STRATHMERTON,107500
2012,STRATHMERTON,164500
2013,STRATHMERTON,166000
2014,STRATHMERTON,172500
2015,STRATHMERTON,190000
2016,STRATHMERTON,182500
2017,STRATHMERTON,140000
2007,STRATHMORE,590000
2008,STRATHMORE,715000
2009,STRATHMORE,750000
2010,STRATHMORE,870000
2011,STRATHMORE,820000
2012,STRATHMORE,800000
2013,STRATHMORE,826500
2014,STRATHMORE,870000
2015,STRATHMORE,992500
2016,STRATHMORE,1125000
2017,STRATHMORE,1240000
2007,STRATHMORE HEIGHTS,420000
2008,STRATHMORE HEIGHTS,435000
2009,STRATHMORE HEIGHTS,466500
2010,STRATHMORE HEIGHTS,598500
2011,STRATHMORE HEIGHTS,700000
2012,STRATHMORE HEIGHTS,605000
2013,STRATHMORE HEIGHTS,621000
2014,STRATHMORE HEIGHTS,640000
2015,STRATHMORE HEIGHTS,700000
2016,STRATHMORE HEIGHTS,808000
2017,STRATHMORE HEIGHTS,920000
2007,STUDFIELD,385000
2008,STUDFIELD,412500
2009,STUDFIELD,430000
2010,STUDFIELD,525000
2011,STUDFIELD,470000
2012,STUDFIELD,480500
2013,STUDFIELD,535000
2014,STUDFIELD,624000
2015,STUDFIELD,785000
2016,STUDFIELD,850000
2017,STUDFIELD,960000
2007,SUNBURY,255000
2008,SUNBURY,262000
2009,SUNBURY,297000
2010,SUNBURY,343000
2011,SUNBURY,360000
2012,SUNBURY,350000
2013,SUNBURY,355000
